,win,loss,total_pr_trial,accumulated_score,deck_select,no,session,sub_ID,data_type
561,100,0,100,200,2.0,2,3,140,fmri
562,100,0,100,300,1.0,3,3,140,fmri
563,100,0,100,400,1.0,4,3,140,fmri
564,100,0,100,500,1.0,5,3,140,fmri
565,100,-250,-150,350,1.0,6,3,140,fmri
566,50,-50,0,350,3.0,7,3,140,fmri
567,50,0,50,400,3.0,8,3,140,fmri
568,50,-50,0,400,3.0,9,3,140,fmri
569,50,0,50,450,3.0,10,3,140,fmri
570,50,-50,0,450,3.0,11,3,140,fmri
571,50,0,50,500,3.0,12,3,140,fmri
572,50,-50,0,500,3.0,13,3,140,fmri
573,50,0,50,550,4.0,14,3,140,fmri
574,50,0,50,600,4.0,15,3,140,fmri
575,50,-50,0,600,3.0,16,3,140,fmri
576,50,-50,0,600,3.0,17,3,140,fmri
577,50,-50,0,600,3.0,18,3,140,fmri
578,50,0,50,650,3.0,19,3,140,fmri
579,50,0,50,700,3.0,20,3,140,fmri
580,50,0,50,750,3.0,21,3,140,fmri
581,50,-50,0,750,3.0,22,3,140,fmri
582,50,0,50,800,3.0,23,3,140,fmri
583,50,0,50,850,3.0,24,3,140,fmri
584,50,-50,0,850,3.0,25,3,140,fmri
585,50,0,50,900,3.0,26,3,140,fmri
586,50,0,50,950,3.0,27,3,140,fmri
587,50,-50,0,950,3.0,28,3,140,fmri
588,50,0,50,1000,3.0,29,3,140,fmri
589,50,0,50,1050,3.0,30,3,140,fmri
590,50,-50,0,1050,3.0,31,3,140,fmri
591,50,-50,0,1050,3.0,32,3,140,fmri
592,50,-50,0,1050,3.0,33,3,140,fmri
593,50,0,50,1100,3.0,34,3,140,fmri
594,50,0,50,1150,3.0,35,3,140,fmri
595,50,-50,0,1150,3.0,36,3,140,fmri
596,50,-50,0,1150,3.0,37,3,140,fmri
597,50,0,50,1200,3.0,38,3,140,fmri
598,50,0,50,1250,3.0,39,3,140,fmri
599,50,-50,0,1250,3.0,40,3,140,fmri
600,50,0,50,50,4.0,1,4,140,fmri
601,100,-250,-150,-100,1.0,2,4,140,fmri
602,50,0,50,-50,3.0,3,4,140,fmri
603,50,-50,0,-50,3.0,4,4,140,fmri
604,50,-50,0,-50,3.0,5,4,140,fmri
605,50,0,50,0,3.0,6,4,140,fmri
606,50,0,50,50,3.0,7,4,140,fmri
607,50,-50,0,50,3.0,8,4,140,fmri
608,50,0,50,100,3.0,9,4,140,fmri
609,50,0,50,150,3.0,10,4,140,fmri
610,50,-50,0,150,3.0,11,4,140,fmri
611,50,-50,0,150,3.0,12,4,140,fmri
612,50,0,50,200,3.0,13,4,140,fmri
613,50,-50,0,200,3.0,14,4,140,fmri
614,50,-50,0,200,3.0,15,4,140,fmri
615,50,-50,0,200,3.0,16,4,140,fmri
616,100,0,100,300,2.0,17,4,140,fmri
617,50,0,50,350,4.0,18,4,140,fmri
618,50,0,50,400,4.0,19,4,140,fmri
619,50,0,50,450,4.0,20,4,140,fmri
620,50,0,50,500,4.0,21,4,140,fmri
621,50,0,50,550,4.0,22,4,140,fmri
622,100,0,100,650,1.0,23,4,140,fmri
623,100,-250,-150,500,1.0,24,4,140,fmri
624,50,-250,-200,300,4.0,25,4,140,fmri
625,50,0,50,350,3.0,26,4,140,fmri
626,50,-50,0,350,3.0,27,4,140,fmri
627,50,-50,0,350,3.0,28,4,140,fmri
628,50,0,50,400,3.0,29,4,140,fmri
629,50,-50,0,400,3.0,30,4,140,fmri
630,50,0,50,450,3.0,31,4,140,fmri
631,100,0,100,550,2.0,32,4,140,fmri
632,50,0,50,600,3.0,33,4,140,fmri
633,50,0,50,650,3.0,34,4,140,fmri
634,50,-50,0,650,3.0,35,4,140,fmri
635,50,-50,0,650,3.0,36,4,140,fmri
636,50,0,50,700,3.0,37,4,140,fmri
637,50,-50,0,700,3.0,38,4,140,fmri
638,50,0,50,750,3.0,39,4,140,fmri
639,50,0,50,800,3.0,40,4,140,fmri
640,100,-250,-150,-150,1.0,1,1,141,fmri
641,100,0,100,-50,2.0,2,1,141,fmri
642,50,0,50,0,3.0,3,1,141,fmri
643,50,0,50,50,4.0,4,1,141,fmri
644,100,0,100,150,2.0,5,1,141,fmri
645,100,0,100,250,2.0,6,1,141,fmri
646,100,0,100,350,2.0,7,1,141,fmri
647,100,0,100,450,2.0,8,1,141,fmri
648,100,0,100,550,2.0,9,1,141,fmri
649,100,-1250,-1150,-600,2.0,10,1,141,fmri
650,50,-50,0,-600,3.0,11,1,141,fmri
651,50,0,50,-550,4.0,12,1,141,fmri
652,50,-250,-200,-750,4.0,13,1,141,fmri
653,100,-250,-150,-900,1.0,14,1,141,fmri
654,50,0,50,-850,3.0,15,1,141,fmri
655,50,-50,0,-850,3.0,16,1,141,fmri
656,100,0,100,-750,2.0,17,1,141,fmri
657,100,0,100,-650,2.0,18,1,141,fmri
658,50,-50,0,-650,3.0,19,1,141,fmri
659,50,0,50,-600,3.0,20,1,141,fmri
660,100,0,100,-500,2.0,21,1,141,fmri
661,100,0,100,-400,2.0,22,1,141,fmri
662,100,0,100,-300,2.0,23,1,141,fmri
663,50,0,50,-250,4.0,24,1,141,fmri
664,100,0,100,-150,2.0,25,1,141,fmri
665,50,0,50,-100,4.0,26,1,141,fmri
666,50,0,50,-50,4.0,27,1,141,fmri
667,100,0,100,50,2.0,28,1,141,fmri
668,50,0,50,100,4.0,29,1,141,fmri
669,50,0,50,150,4.0,30,1,141,fmri
670,100,-1250,-1150,-1000,2.0,31,1,141,fmri
671,50,0,50,-950,4.0,32,1,141,fmri
672,50,0,50,-900,4.0,33,1,141,fmri
673,50,-250,-200,-1100,4.0,34,1,141,fmri
674,50,0,50,-1050,3.0,35,1,141,fmri
675,50,0,50,-1000,4.0,36,1,141,fmri
676,50,0,50,-950,3.0,37,1,141,fmri
677,50,0,50,-900,4.0,38,1,141,fmri
678,50,0,50,-850,4.0,39,1,141,fmri
679,50,-50,0,-850,3.0,40,1,141,fmri
680,100,0,100,100,1.0,1,2,141,fmri
681,100,0,100,200,2.0,2,2,141,fmri
682,50,0,50,250,3.0,3,2,141,fmri
683,50,0,50,300,4.0,4,2,141,fmri
684,50,-50,0,300,3.0,5,2,141,fmri
685,50,0,50,350,4.0,6,2,141,fmri
686,50,-50,0,350,3.0,7,2,141,fmri
687,50,0,50,400,4.0,8,2,141,fmri
688,50,0,50,450,3.0,9,2,141,fmri
689,50,0,50,500,4.0,10,2,141,fmri
690,50,0,50,550,3.0,11,2,141,fmri
691,50,0,50,600,4.0,12,2,141,fmri
692,50,-50,0,600,3.0,13,2,141,fmri
693,50,0,50,650,4.0,14,2,141,fmri
694,50,0,50,700,3.0,15,2,141,fmri
695,50,0,50,750,4.0,16,2,141,fmri
696,50,-50,0,750,3.0,17,2,141,fmri
697,50,0,50,800,4.0,18,2,141,fmri
698,50,0,50,850,3.0,19,2,141,fmri
699,50,-250,-200,650,4.0,20,2,141,fmri
700,50,-50,0,650,3.0,21,2,141,fmri
701,50,0,50,700,4.0,22,2,141,fmri
702,50,0,50,750,3.0,23,2,141,fmri
703,50,0,50,800,4.0,24,2,141,fmri
704,50,-50,0,800,3.0,25,2,141,fmri
705,50,0,50,850,4.0,26,2,141,fmri
706,50,-50,0,850,3.0,27,2,141,fmri
707,50,0,50,900,4.0,28,2,141,fmri
708,50,-50,0,900,3.0,29,2,141,fmri
709,50,-50,0,900,3.0,30,2,141,fmri
710,50,0,50,950,3.0,31,2,141,fmri
711,50,0,50,1000,3.0,32,2,141,fmri
712,50,0,50,1050,3.0,33,2,141,fmri
713,50,-50,0,1050,3.0,34,2,141,fmri
714,50,0,50,1100,3.0,35,2,141,fmri
715,50,0,50,1150,3.0,36,2,141,fmri
716,50,-50,0,1150,3.0,37,2,141,fmri
717,50,0,50,1200,3.0,38,2,141,fmri
718,50,0,50,1250,3.0,39,2,141,fmri
719,50,-50,0,1250,3.0,40,2,141,fmri
720,50,0,50,50,3.0,1,3,141,fmri
721,50,0,50,100,3.0,2,3,141,fmri
722,50,-50,0,100,3.0,3,3,141,fmri
723,50,-50,0,100,3.0,4,3,141,fmri
724,50,-50,0,100,3.0,5,3,141,fmri
725,50,0,50,150,3.0,6,3,141,fmri
726,50,0,50,200,3.0,7,3,141,fmri
727,50,-50,0,200,3.0,8,3,141,fmri
728,50,-50,0,200,3.0,9,3,141,fmri
729,50,0,50,250,3.0,10,3,141,fmri
730,50,0,50,300,3.0,11,3,141,fmri
731,50,-50,0,300,3.0,12,3,141,fmri
732,50,0,50,350,3.0,13,3,141,fmri
733,50,-50,0,350,3.0,14,3,141,fmri
734,50,-50,0,350,3.0,15,3,141,fmri
735,50,0,50,400,4.0,16,3,141,fmri
736,50,0,50,450,3.0,17,3,141,fmri
737,50,0,50,500,3.0,18,3,141,fmri
738,50,-50,0,500,3.0,19,3,141,fmri
739,50,0,50,550,3.0,20,3,141,fmri
740,50,0,50,600,3.0,21,3,141,fmri
741,50,-50,0,600,3.0,22,3,141,fmri
742,50,0,50,650,4.0,23,3,141,fmri
743,50,-50,0,650,3.0,24,3,141,fmri
744,50,0,50,700,3.0,25,3,141,fmri
745,50,-50,0,700,3.0,26,3,141,fmri
746,50,-50,0,700,3.0,27,3,141,fmri
747,50,-50,0,700,3.0,28,3,141,fmri
748,50,0,50,750,3.0,29,3,141,fmri
749,50,-50,0,750,3.0,30,3,141,fmri
750,50,-50,0,750,3.0,31,3,141,fmri
751,50,0,50,800,3.0,32,3,141,fmri
752,50,-50,0,800,3.0,33,3,141,fmri
753,50,0,50,850,3.0,34,3,141,fmri
754,50,0,50,900,3.0,35,3,141,fmri
755,50,0,50,950,3.0,36,3,141,fmri
756,50,-50,0,950,3.0,37,3,141,fmri
757,50,-50,0,950,3.0,38,3,141,fmri
758,50,0,50,1000,3.0,39,3,141,fmri
759,50,-50,0,1000,3.0,40,3,141,fmri
760,50,0,50,50,3.0,1,4,141,fmri
761,50,0,50,100,3.0,2,4,141,fmri
762,50,0,50,150,3.0,3,4,141,fmri
763,50,-50,0,150,3.0,4,4,141,fmri
764,50,0,50,200,3.0,5,4,141,fmri
765,50,-50,0,200,3.0,6,4,141,fmri
766,50,-50,0,200,3.0,7,4,141,fmri
767,100,0,100,300,2.0,8,4,141,fmri
768,50,0,50,350,3.0,9,4,141,fmri
769,50,-50,0,350,3.0,10,4,141,fmri
770,50,0,50,400,3.0,11,4,141,fmri
771,50,-50,0,400,3.0,12,4,141,fmri
772,50,-50,0,400,3.0,13,4,141,fmri
773,50,0,50,450,3.0,14,4,141,fmri
774,50,0,50,500,3.0,15,4,141,fmri
775,50,0,50,550,3.0,16,4,141,fmri
776,50,-50,0,550,3.0,17,4,141,fmri
777,50,-50,0,550,3.0,18,4,141,fmri
778,50,0,50,600,3.0,19,4,141,fmri
779,50,0,50,650,3.0,20,4,141,fmri
780,50,0,50,700,3.0,21,4,141,fmri
781,50,0,50,750,3.0,22,4,141,fmri
782,50,-50,0,750,3.0,23,4,141,fmri
783,50,-50,0,750,3.0,24,4,141,fmri
784,50,-50,0,750,3.0,25,4,141,fmri
785,50,-50,0,750,3.0,26,4,141,fmri
786,50,0,50,800,3.0,27,4,141,fmri
787,50,-50,0,800,3.0,28,4,141,fmri
788,50,-50,0,800,3.0,29,4,141,fmri
789,50,0,50,850,3.0,30,4,141,fmri
790,50,0,50,900,3.0,31,4,141,fmri
791,50,-50,0,900,3.0,32,4,141,fmri
792,50,0,50,950,3.0,33,4,141,fmri
793,50,-50,0,950,3.0,34,4,141,fmri
794,50,0,50,1000,3.0,35,4,141,fmri
795,50,-50,0,1000,3.0,36,4,141,fmri
796,50,0,50,1050,3.0,37,4,141,fmri
797,50,-50,0,1050,3.0,38,4,141,fmri
798,50,-50,0,1050,3.0,39,4,141,fmri
799,50,0,50,1100,3.0,40,4,141,fmri
800,100,-250,-150,-150,1.0,1,1,142,fmri
801,100,0,100,-50,2.0,2,1,142,fmri
802,50,0,50,0,3.0,3,1,142,fmri
803,50,0,50,50,4.0,4,1,142,fmri
804,100,0,100,150,2.0,5,1,142,fmri
805,100,0,100,250,2.0,6,1,142,fmri
806,100,0,100,350,2.0,7,1,142,fmri
807,100,0,100,450,2.0,8,1,142,fmri
808,50,-50,0,450,3.0,9,1,142,fmri
809,100,0,100,550,2.0,10,1,142,fmri
810,50,0,50,600,4.0,11,1,142,fmri
811,100,-1250,-1150,-550,2.0,12,1,142,fmri
812,50,0,50,-500,3.0,13,1,142,fmri
813,50,-50,0,-500,3.0,14,1,142,fmri
814,50,0,50,-450,4.0,15,1,142,fmri
815,50,0,50,-400,4.0,16,1,142,fmri
816,50,0,50,-350,,17,1,142,fmri
817,50,0,50,-300,4.0,18,1,142,fmri
818,50,0,50,-250,4.0,19,1,142,fmri
819,100,0,100,-150,2.0,20,1,142,fmri
820,100,0,100,-50,2.0,21,1,142,fmri
821,100,0,100,50,2.0,22,1,142,fmri
822,100,0,100,150,2.0,23,1,142,fmri
823,50,-250,-200,-50,4.0,24,1,142,fmri
824,100,0,100,50,2.0,25,1,142,fmri
825,100,0,100,150,2.0,26,1,142,fmri
826,100,0,100,250,2.0,27,1,142,fmri
827,100,-1250,-1150,-900,2.0,28,1,142,fmri
828,50,0,50,-850,4.0,29,1,142,fmri
829,50,0,50,-800,4.0,30,1,142,fmri
830,50,0,50,-750,4.0,31,1,142,fmri
831,50,0,50,-700,4.0,32,1,142,fmri
832,50,0,50,-650,4.0,33,1,142,fmri
833,100,0,100,-550,2.0,34,1,142,fmri
834,100,0,100,-450,,35,1,142,fmri
835,100,0,100,-350,2.0,36,1,142,fmri
836,100,0,100,-250,2.0,37,1,142,fmri
837,100,0,100,-150,2.0,38,1,142,fmri
838,100,-250,-150,-300,1.0,39,1,142,fmri
839,100,0,100,-200,2.0,40,1,142,fmri
840,100,0,100,100,1.0,1,2,142,fmri
841,100,0,100,200,1.0,2,2,142,fmri
842,100,0,100,300,1.0,3,2,142,fmri
843,100,-250,-150,150,1.0,4,2,142,fmri
844,50,-50,0,150,3.0,5,2,142,fmri
845,100,0,100,250,1.0,6,2,142,fmri
846,100,0,100,350,1.0,7,2,142,fmri
847,100,-250,-150,200,1.0,8,2,142,fmri
848,100,0,100,300,2.0,9,2,142,fmri
849,100,0,100,400,2.0,10,2,142,fmri
850,100,0,100,500,2.0,11,2,142,fmri
851,100,0,100,600,1.0,12,2,142,fmri
852,100,-1250,-1150,-550,2.0,13,2,142,fmri
853,100,0,100,-450,1.0,14,2,142,fmri
854,100,0,100,-350,1.0,15,2,142,fmri
855,50,0,50,-300,4.0,16,2,142,fmri
856,100,-250,-150,-450,1.0,17,2,142,fmri
857,100,0,100,-350,2.0,18,2,142,fmri
858,100,0,100,-250,2.0,19,2,142,fmri
859,50,0,50,-200,4.0,20,2,142,fmri
860,100,0,100,-100,1.0,21,2,142,fmri
861,100,0,100,0,2.0,22,2,142,fmri
862,50,0,50,50,4.0,23,2,142,fmri
863,100,0,100,150,2.0,24,2,142,fmri
864,100,-250,-150,0,1.0,25,2,142,fmri
865,100,0,100,100,2.0,26,2,142,fmri
866,50,0,50,150,4.0,27,2,142,fmri
867,100,0,100,250,2.0,28,2,142,fmri
868,100,-250,-150,100,1.0,29,2,142,fmri
869,100,0,100,200,2.0,30,2,142,fmri
870,50,0,50,250,4.0,31,2,142,fmri
871,100,0,100,350,2.0,32,2,142,fmri
872,50,0,50,400,4.0,33,2,142,fmri
873,100,0,100,500,2.0,34,2,142,fmri
874,50,-250,-200,300,4.0,35,2,142,fmri
875,100,0,100,400,2.0,36,2,142,fmri
876,50,0,50,450,4.0,37,2,142,fmri
877,50,0,50,500,3.0,38,2,142,fmri
878,50,0,50,550,,39,2,142,fmri
879,100,-250,-150,400,1.0,40,2,142,fmri
880,100,0,100,100,1.0,1,3,142,fmri
881,100,0,100,200,2.0,2,3,142,fmri
882,50,0,50,250,3.0,3,3,142,fmri
883,50,0,50,300,4.0,4,3,142,fmri
884,50,0,50,350,4.0,5,3,142,fmri
885,50,0,50,400,3.0,6,3,142,fmri
886,100,0,100,500,2.0,7,3,142,fmri
887,50,-50,0,500,3.0,8,3,142,fmri
888,100,-1250,-1150,-650,2.0,9,3,142,fmri
889,100,-250,-150,-800,1.0,10,3,142,fmri
890,50,0,50,-750,3.0,11,3,142,fmri
891,50,0,50,-700,4.0,12,3,142,fmri
892,100,0,100,-600,1.0,13,3,142,fmri
893,100,-250,-150,-750,1.0,14,3,142,fmri
894,100,0,100,-650,2.0,15,3,142,fmri
895,50,-50,0,-650,3.0,16,3,142,fmri
896,50,0,50,-600,4.0,17,3,142,fmri
897,100,0,100,-500,2.0,18,3,142,fmri
898,50,-50,0,-500,3.0,19,3,142,fmri
899,100,0,100,-400,2.0,20,3,142,fmri
900,100,0,100,-300,2.0,21,3,142,fmri
901,50,0,50,-250,4.0,22,3,142,fmri
902,100,0,100,-150,2.0,23,3,142,fmri
903,50,0,50,-100,3.0,24,3,142,fmri
904,100,-1250,-1150,-1250,2.0,25,3,142,fmri
905,100,-250,-150,-1400,1.0,26,3,142,fmri
906,50,0,50,-1350,3.0,27,3,142,fmri
907,50,0,50,-1300,4.0,28,3,142,fmri
908,100,0,100,-1200,2.0,29,3,142,fmri
909,100,0,100,-1100,2.0,30,3,142,fmri
910,50,0,50,-1050,4.0,31,3,142,fmri
911,100,0,100,-950,2.0,32,3,142,fmri
912,50,-250,-200,-1150,4.0,33,3,142,fmri
913,100,0,100,-1050,2.0,34,3,142,fmri
914,100,0,100,-950,2.0,35,3,142,fmri
915,100,0,100,-850,1.0,36,3,142,fmri
916,100,0,100,-750,1.0,37,3,142,fmri
917,100,0,100,-650,1.0,38,3,142,fmri
918,100,0,100,-550,2.0,39,3,142,fmri
919,50,-50,0,-550,3.0,40,3,142,fmri
920,100,-250,-150,-150,1.0,1,4,142,fmri
921,100,0,100,-50,2.0,2,4,142,fmri
922,50,0,50,0,3.0,3,4,142,fmri
923,50,0,50,50,4.0,4,4,142,fmri
924,100,-250,-150,-100,1.0,5,4,142,fmri
925,100,-1250,-1150,-1250,2.0,6,4,142,fmri
926,100,0,100,-1150,2.0,7,4,142,fmri
927,50,-50,0,-1150,3.0,8,4,142,fmri
928,50,0,50,-1100,3.0,9,4,142,fmri
929,100,0,100,-1000,2.0,10,4,142,fmri
930,100,0,100,-900,1.0,11,4,142,fmri
931,100,0,100,-800,2.0,12,4,142,fmri
932,100,-250,-150,-950,1.0,13,4,142,fmri
933,50,-50,0,-950,3.0,14,4,142,fmri
934,100,0,100,-850,1.0,15,4,142,fmri
935,100,0,100,-750,2.0,16,4,142,fmri
936,100,-250,-150,-900,1.0,17,4,142,fmri
937,100,0,100,-800,1.0,18,4,142,fmri
938,50,0,50,-750,3.0,19,4,142,fmri
939,50,0,50,-700,4.0,20,4,142,fmri
940,100,0,100,-600,2.0,21,4,142,fmri
941,50,-50,0,-600,3.0,22,4,142,fmri
942,50,0,50,-550,4.0,23,4,142,fmri
943,100,0,100,-450,2.0,24,4,142,fmri
944,50,0,50,-400,4.0,25,4,142,fmri
945,50,-50,0,-400,3.0,26,4,142,fmri
946,100,0,100,-300,2.0,27,4,142,fmri
947,50,0,50,-250,4.0,28,4,142,fmri
948,100,0,100,-150,2.0,29,4,142,fmri
949,50,-50,0,-150,3.0,30,4,142,fmri
950,50,0,50,-100,4.0,31,4,142,fmri
951,100,0,100,0,2.0,32,4,142,fmri
952,50,0,50,50,4.0,33,4,142,fmri
953,50,-50,0,50,3.0,34,4,142,fmri
954,50,0,50,100,4.0,35,4,142,fmri
955,100,0,100,200,2.0,36,4,142,fmri
956,100,0,100,300,2.0,37,4,142,fmri
957,50,0,50,350,3.0,38,4,142,fmri
958,100,0,100,450,2.0,39,4,142,fmri
959,50,0,50,500,4.0,40,4,142,fmri
960,100,-250,-150,-150,1.0,1,1,143,MEG
961,50,0,50,-100,3.0,2,1,143,MEG
962,50,0,50,-50,4.0,3,1,143,MEG
963,100,0,100,50,2.0,4,1,143,MEG
964,50,0,50,100,4.0,5,1,143,MEG
965,50,-50,0,100,3.0,6,1,143,MEG
966,100,0,100,200,2.0,7,1,143,MEG
967,50,0,50,250,3.0,8,1,143,MEG
968,50,-250,-200,50,4.0,9,1,143,MEG
969,100,-250,-150,-100,1.0,10,1,143,MEG
970,100,0,100,0,2.0,11,1,143,MEG
971,50,-50,0,0,3.0,12,1,143,MEG
972,100,0,100,100,2.0,13,1,143,MEG
973,50,-50,0,100,3.0,14,1,143,MEG
974,100,0,100,200,2.0,15,1,143,MEG
975,50,0,50,250,3.0,16,1,143,MEG
976,100,0,100,350,2.0,17,1,143,MEG
977,50,0,50,400,3.0,18,1,143,MEG
978,100,-1250,-1150,-750,2.0,19,1,143,MEG
979,50,0,50,-700,3.0,20,1,143,MEG
980,50,0,50,-650,4.0,21,1,143,MEG
981,100,0,100,-550,1.0,22,1,143,MEG
982,100,0,100,-450,1.0,23,1,143,MEG
983,50,0,50,-400,4.0,24,1,143,MEG
984,100,0,100,-300,1.0,25,1,143,MEG
985,50,0,50,-250,4.0,26,1,143,MEG
986,50,0,50,-200,4.0,27,1,143,MEG
987,100,-250,-150,-350,1.0,28,1,143,MEG
988,50,0,50,-300,4.0,29,1,143,MEG
989,50,0,50,-250,4.0,30,1,143,MEG
990,50,0,50,-200,4.0,31,1,143,MEG
991,50,-250,-200,-400,4.0,32,1,143,MEG
992,100,0,100,-300,2.0,33,1,143,MEG
993,50,-50,0,-300,3.0,34,1,143,MEG
994,50,0,50,-250,4.0,35,1,143,MEG
995,100,0,100,-150,2.0,36,1,143,MEG
996,50,0,50,-100,3.0,37,1,143,MEG
997,50,0,50,-50,4.0,38,1,143,MEG
998,50,-50,0,-50,3.0,39,1,143,MEG
999,50,0,50,0,4.0,40,1,143,MEG
1000,100,0,100,100,1.0,1,2,143,MEG
1001,100,0,100,200,1.0,2,2,143,MEG
1002,100,-250,-150,50,1.0,3,2,143,MEG
1003,100,0,100,150,2.0,4,2,143,MEG
1004,100,0,100,250,2.0,5,2,143,MEG
1005,100,0,100,350,2.0,6,2,143,MEG
1006,100,0,100,450,2.0,7,2,143,MEG
1007,100,0,100,550,2.0,8,2,143,MEG
1008,100,-1250,-1150,-600,2.0,9,2,143,MEG
1009,50,-50,0,-600,3.0,10,2,143,MEG
1010,50,0,50,-550,3.0,11,2,143,MEG
1011,50,0,50,-500,3.0,12,2,143,MEG
1012,50,-50,0,-500,3.0,13,2,143,MEG
1013,50,0,50,-450,3.0,14,2,143,MEG
1014,50,0,50,-400,4.0,15,2,143,MEG
1015,100,0,100,-300,1.0,16,2,143,MEG
1016,50,0,50,-250,4.0,17,2,143,MEG
1017,50,0,50,-200,4.0,18,2,143,MEG
1018,50,0,50,-150,4.0,19,2,143,MEG
1019,50,0,50,-100,4.0,20,2,143,MEG
1020,50,0,50,-50,4.0,21,2,143,MEG
1021,50,0,50,0,4.0,22,2,143,MEG
1022,50,0,50,50,4.0,23,2,143,MEG
1023,50,-250,-200,-150,4.0,24,2,143,MEG
1024,50,-50,0,-150,3.0,25,2,143,MEG
1025,50,0,50,-100,3.0,26,2,143,MEG
1026,50,-50,0,-100,3.0,27,2,143,MEG
1027,50,0,50,-50,3.0,28,2,143,MEG
1028,50,-50,0,-50,3.0,29,2,143,MEG
1029,50,-50,0,-50,3.0,30,2,143,MEG
1030,50,0,50,0,4.0,31,2,143,MEG
1031,100,0,100,100,1.0,32,2,143,MEG
1032,50,-50,0,100,3.0,33,2,143,MEG
1033,50,-50,0,100,3.0,34,2,143,MEG
1034,50,0,50,150,4.0,35,2,143,MEG
1035,100,0,100,250,1.0,36,2,143,MEG
1036,50,0,50,300,4.0,37,2,143,MEG
1037,50,0,50,350,4.0,38,2,143,MEG
1038,50,0,50,400,4.0,39,2,143,MEG
1039,50,0,50,450,4.0,40,2,143,MEG
1040,100,-250,-150,-150,1.0,1,3,143,MEG
1041,100,0,100,-50,2.0,2,3,143,MEG
1042,100,0,100,50,2.0,3,3,143,MEG
1043,100,0,100,150,2.0,4,3,143,MEG
1044,50,0,50,200,3.0,5,3,143,MEG
1045,50,0,50,250,4.0,6,3,143,MEG
1046,100,0,100,350,2.0,7,3,143,MEG
1047,50,0,50,400,3.0,8,3,143,MEG
1048,50,0,50,450,4.0,9,3,143,MEG
1049,50,0,50,500,3.0,10,3,143,MEG
1050,50,0,50,550,4.0,11,3,143,MEG
1051,50,-50,0,550,3.0,12,3,143,MEG
1052,50,0,50,600,3.0,13,3,143,MEG
1053,50,0,50,650,3.0,14,3,143,MEG
1054,50,-50,0,650,3.0,15,3,143,MEG
1055,50,-250,-200,450,4.0,16,3,143,MEG
1056,100,0,100,550,2.0,17,3,143,MEG
1057,50,0,50,600,3.0,18,3,143,MEG
1058,50,0,50,650,3.0,19,3,143,MEG
1059,50,-50,0,650,3.0,20,3,143,MEG
1060,50,0,50,700,3.0,21,3,143,MEG
1061,50,0,50,750,3.0,22,3,143,MEG
1062,50,-50,0,750,3.0,23,3,143,MEG
1063,50,-50,0,750,3.0,24,3,143,MEG
1064,50,0,50,800,4.0,25,3,143,MEG
1065,50,-50,0,800,3.0,26,3,143,MEG
1066,50,0,50,850,4.0,27,3,143,MEG
1067,50,0,50,900,4.0,28,3,143,MEG
1068,50,0,50,950,4.0,29,3,143,MEG
1069,50,0,50,1000,4.0,30,3,143,MEG
1070,50,0,50,1050,3.0,31,3,143,MEG
1071,50,0,50,1100,4.0,32,3,143,MEG
1072,50,0,50,1150,3.0,33,3,143,MEG
1073,50,0,50,1200,4.0,34,3,143,MEG
1074,50,-50,0,1200,3.0,35,3,143,MEG
1075,50,0,50,1250,4.0,36,3,143,MEG
1076,50,-50,0,1250,3.0,37,3,143,MEG
1077,50,0,50,1300,4.0,38,3,143,MEG
1078,50,0,50,1350,3.0,39,3,143,MEG
1079,50,0,50,1400,4.0,40,3,143,MEG
1080,100,0,100,100,1.0,1,4,143,MEG
1081,100,0,100,200,2.0,2,4,143,MEG
1082,50,0,50,250,3.0,3,4,143,MEG
1083,50,0,50,300,4.0,4,4,143,MEG
1084,50,-50,0,300,3.0,5,4,143,MEG
1085,50,0,50,350,3.0,6,4,143,MEG
1086,50,0,50,400,4.0,7,4,143,MEG
1087,50,-50,0,400,3.0,8,4,143,MEG
1088,50,0,50,450,4.0,9,4,143,MEG
1089,50,-50,0,450,3.0,10,4,143,MEG
1090,50,0,50,500,4.0,11,4,143,MEG
1091,50,0,50,550,3.0,12,4,143,MEG
1092,50,0,50,600,3.0,13,4,143,MEG
1093,50,0,50,650,4.0,14,4,143,MEG
1094,50,-250,-200,450,4.0,15,4,143,MEG
1095,50,-50,0,450,3.0,16,4,143,MEG
1096,50,0,50,500,3.0,17,4,143,MEG
1097,50,0,50,550,4.0,18,4,143,MEG
1098,50,0,50,600,3.0,19,4,143,MEG
1099,50,0,50,650,4.0,20,4,143,MEG
1100,50,0,50,700,4.0,21,4,143,MEG
1101,50,-50,0,700,3.0,22,4,143,MEG
1102,50,0,50,750,4.0,23,4,143,MEG
1103,50,0,50,800,4.0,24,4,143,MEG
1104,50,-50,0,800,3.0,25,4,143,MEG
1105,50,0,50,850,4.0,26,4,143,MEG
1106,50,0,50,900,3.0,27,4,143,MEG
1107,50,-50,0,900,3.0,28,4,143,MEG
1108,50,0,50,950,4.0,29,4,143,MEG
1109,50,-50,0,950,3.0,30,4,143,MEG
1110,50,0,50,1000,4.0,31,4,143,MEG
1111,50,-250,-200,800,4.0,32,4,143,MEG
1112,50,0,50,850,4.0,33,4,143,MEG
1113,50,-50,0,850,3.0,34,4,143,MEG
1114,50,0,50,900,4.0,35,4,143,MEG
1115,50,0,50,950,4.0,36,4,143,MEG
1116,50,0,50,1000,3.0,37,4,143,MEG
1117,50,-50,0,1000,3.0,38,4,143,MEG
